Location,Department-2018,Municipality-2018,Total 2018,Housing units 2018,Households 2018,People 2018,Total 2005,Households 2005,var_pop,var_households,household/housing ratio,location,point,latitude,longitude,altitude
"Hobo, Huila",Huila,Hobo,7286,2963,2289,6700,6521,1691.0,0.008569351562485839,0.023565295990028323,0.7725278434019575,"Hobo, Norte, Huila, Región Andina, Colombia","(2.5654554000000003, -75.44577481740046, 0.0)",2.5654554000000003,-75.44577481740046,0.0
"Iquira, Huila",Huila,Iquira,9248,3920,2694,9064,9947,2574.0,-0.0055892208006269595,0.0035112244811352777,0.6872448979591836,"Iquira, Íquira, Norte, Huila, Región Andina, Colombia","(2.6499277, -75.6352082, 0.0)",2.6499277,-75.6352082,0.0
"Isnos, Huila",Huila,Isnos,25186,8873,7940,24593,23756,5426.0,0.004506520453427365,0.029718502384138867,0.894849543559112,"Isnos, Sur, Huila, Región Andina, Colombia","(2.06774625, -76.32055767602571, 0.0)",2.06774625,-76.32055767602571,0.0
"La Argentina, Huila",Huila,La Argentina,12866,5286,3919,12475,11674,2743.0,0.007506807104063151,0.027825028402799212,0.7413923571698827,"La Argentina, Occidente, Huila, Región Andina, Colombia","(2.1860618499999998, -76.01276506104725, 0.0)",2.1860618499999998,-76.01276506104725,0.0
"La Plata, Huila",Huila,La Plata,61026,18214,17536,54405,52549,12005.0,0.011570576069120486,0.029577648117289135,0.9627758866805753,"La Plata, Occidente, Huila, Región Andina, Colombia","(2.3277626, -75.99466360635009, 0.0)",2.3277626,-75.99466360635009,0.0
"Nátaga, Huila",Huila,Nátaga,6469,2375,1968,6168,5807,1413.0,0.008338996620896655,0.025812337077113723,0.8286315789473684,"Nátaga, Occidente, Huila, Región Andina, Colombia","(2.5769586, -75.7951200743144, 0.0)",2.5769586,-75.7951200743144,0.0
"Oporapa, Huila",Huila,Oporapa,11629,3747,3064,11111,10139,1881.0,0.010602940380483705,0.038245356292385235,0.8177208433413398,"Oporapa, Sur, Huila, Región Andina, Colombia","(2.0656008999999997, -76.04616717122019, 0.0)",2.0656008999999997,-76.04616717122019,0.0
"Paicol, Huila",Huila,Paicol,6583,2408,1993,6424,5186,1327.0,0.018517662860116024,0.03178073235553036,0.8276578073089701,"Paicol, Occidente, Huila, Región Andina, Colombia","(2.4041033, -75.71135279878791, 0.0)",2.4041033,-75.71135279878791,0.0
"Palermo, Huila",Huila,Palermo,26279,10498,7946,24243,27282,6909.0,-0.002877160933817069,0.010815278199702627,0.7569060773480663,"Palermo, Norte, Huila, Región Andina, Colombia","(2.9100775, -75.41109206555537, 0.0)",2.9100775,-75.41109206555537,0.0
"Palestina, Huila",Huila,Palestina,11159,3365,2992,10454,10268,2338.0,0.0064216141168347285,0.019153911343985808,0.8891530460624071,"Palestina, Sur, Huila, Región Andina, Colombia","(1.6747644, -76.15501671825308, 0.0)",1.6747644,-76.15501671825308,0.0
"Pital, Huila",Huila,Pital,13787,4761,3700,12246,12811,2911.0,0.005663820842942924,0.01862016799370081,0.7771476580550305,"Pital, Centro, Huila, Región Andina, Colombia","(2.2574692499999998, -75.8339699166117, 0.0)",2.2574692499999998,-75.8339699166117,0.0
"Pitalito, Huila",Huila,Pitalito,124359,44709,36157,120287,102937,25020.0,0.014648982435090607,0.028727598288591727,0.8087186025185086,"Pitalito, Sur, Huila, Región Andina, Colombia","(1.8171632, -76.10213621847218, 0.0)",1.8171632,-76.10213621847218,0.0
"Rivera, Huila",Huila,Rivera,24312,8444,6759,22877,16654,4322.0,0.029529096495475526,0.03499507537886881,0.8004500236854571,"Rivera, Norte, Huila, Región Andina, Colombia","(2.775287, -75.18739697063236, 0.0)",2.775287,-75.18739697063236,0.0
"Saladoblanco, Huila",Huila,Saladoblanco,10444,3641,2922,10076,10262,2379.0,0.0013532146403181233,0.015940178350708045,0.8025267783575941,"Saladoblanco, Sur, Huila, Región Andina, Colombia","(2.1153074, -76.24522913555285, 0.0)",2.1153074,-76.24522913555285,0.0
"San Agustín, Huila",Huila,San Agustín,33028,11513,10475,32409,29699,6972.0,0.008205971406663792,0.03181002361908658,0.9098410492486754,"San Agustin, San Agustín, Sur, Huila, Región Andina, 418060, Colombia","(1.882076, -76.2728979, 0.0)",1.882076,-76.2728979,0.0
"Santa María, Huila",Huila,Santa María,10405,4326,3130,10215,10191,2359.0,0.0015998539413808466,0.021991809171909793,0.7235321312991216,"Santa María, Norte, Huila, Región Andina, Colombia","(2.9230103, -75.64336434749366, 0.0)",2.9230103,-75.64336434749366,0.0
"Suaza, Huila",Huila,Suaza,21853,7010,6143,17376,14617,3460.0,0.03141829900164961,0.045146722085007474,0.8763195435092724,"Suaza, Centro, Huila, Región Andina, Colombia","(1.8696023, -75.81674918474458, 0.0)",1.8696023,-75.81674918474458,0.0
"Tarqui, Huila",Huila,Tarqui,17440,6191,5001,16108,15921,3557.0,0.007034428167377094,0.026555744590992747,0.8077854950734937,"Tarqui, Centro, Huila, Región Andina, Colombia","(2.12777655, -75.86771559734223, 0.0)",2.12777655,-75.86771559734223,0.0
"Tesalia, Huila",Huila,Tesalia,10697,3469,3128,9767,8845,2233.0,0.014731375850075779,0.02626577963288801,0.9017007783222831,"Tesalia, Occidente, Huila, Región Andina, Colombia","(2.54659965, -75.70850715856153, 0.0)",2.54659965,-75.70850715856153,0.0
"Tello, Huila",Huila,Tello,11800,4455,3099,10273,13447,2981.0,-0.010000162609359653,0.0029906680829825394,0.6956228956228956,"Tello, Norte, Huila, Región Andina, Colombia","(3.02109705, -75.07057067074325, 0.0)",3.02109705,-75.07057067074325,0.0
"Teruel, Huila",Huila,Teruel,8052,2783,2352,7376,8198,2025.0,-0.0013813307988785883,0.011581656271039797,0.8451311534315487,"Teruel, Norte, Huila, Región Andina, Colombia","(2.8317797000000002, -75.79635283707219, 0.0)",2.8317797000000002,-75.79635283707219,0.0
"Timaná, Huila",Huila,Timaná,21799,7428,6905,20919,19787,4939.0,0.007476963223289612,0.026110671715270817,0.9295907377490576,"Timaná, Sur, Huila, Región Andina, Colombia","(1.95016885, -75.92657973750607, 0.0)",1.95016885,-75.92657973750607,0.0
"Villavieja, Huila",Huila,Villavieja,7288,2778,2480,6943,7314,1967.0,-0.0002738978500202993,0.017986694443377305,0.8927285817134629,"Villavieja, Norte, Huila, Región Andina, Colombia","(3.28398155, -75.12124700477904, 0.0)",3.28398155,-75.12124700477904,0.0
"Yaguará, Huila",Huila,Yaguará,7730,3094,2344,7380,7855,2157.0,-0.0012331935379259473,0.006415917795373538,0.7575953458306399,"Yaguará, Norte, Huila, Región Andina, 500003, Colombia","(2.63616895, -75.51996134696188, 0.0)",2.63616895,-75.51996134696188,0.0
"Riohacha, La Guajira",La Guajira,Riohacha,188014,53673,50742,177573,169311,36812.0,0.00809250470225198,0.02499417544432725,0.9453915376446258,"Riohacha, La Guajira, Caribe, Colombia","(11.544634, -72.9069784, 0.0)",11.544634,-72.9069784,0.0
"Albania, La Guajira",La Guajira,Albania,29148,7332,7576,26940,19429,3898.0,0.03169336951813784,0.0524460833711311,1.033278777959629,"Albania, La Guajira, Caribe, Colombia","(11.244803399999999, -72.51609706675976, 0.0)",11.244803399999999,-72.51609706675976,0.0
"Barrancas, La Guajira",La Guajira,Barrancas,35743,8423,7781,28549,26462,5492.0,0.023396007023497756,0.027161747415493265,0.9237801258458981,"Barrancas, La Guajira, Caribe, Colombia","(10.9782843, -72.6961176191123, 0.0)",10.9782843,-72.6961176191123,0.0
"Dibulla, La Guajira",La Guajira,Dibulla,37740,9577,9055,36196,22000,4632.0,0.04238744138571571,0.05291627525603548,0.9454944136994884,"Dibulla, La Guajira, Caribe, 446009, Colombia","(11.0829542, -73.44723236643148, 0.0)",11.0829542,-73.44723236643148,0.0
"Distracción, La Guajira",La Guajira,Distracción,13016,3805,3376,11934,12023,2264.0,0.006123123060941316,0.031212467444856173,0.8872536136662287,"Distracción, La Guajira, Caribe, Colombia","(10.911855599999999, -72.9451253818429, 0.0)",10.911855599999999,-72.9451253818429,0.0
"El Molino, La Guajira",La Guajira,El Molino,7185,2431,1958,6963,7346,1369.0,-0.001703196209729918,0.0279087355523151,0.8054298642533937,"El Molino, La Guajira, Caribe, Colombia","(10.6284107, -72.87309324366868, 0.0)",10.6284107,-72.87309324366868,0.0
"Fonseca, La Guajira",La Guajira,Fonseca,42772,12395,11302,40852,26881,5693.0,0.03637391169882376,0.05416545042069787,0.9118192819685357,"Fonseca, La Guajira, Caribe, Colombia","(10.842009449999999, -72.78202583533628, 0.0)",10.842009449999999,-72.78202583533628,0.0
"Hatonuevo, La Guajira",La Guajira,Hatonuevo,20044,5593,5243,17672,14796,2939.0,0.023626555219877998,0.04553107172675075,0.9374217772215269,"Hatonuevo, Hato Nuevo, La Guajira, Caribe, Colombia","(11.0675576, -72.7600808, 0.0)",11.0675576,-72.7600808,0.0
"La Jagua del Pilar, La Guajira",La Guajira,La Jagua del Pilar,3498,870,897,2952,2732,424.0,0.019193991365112018,0.05933376309871585,1.0310344827586206,"La Jagua del Pilar, La Guajira, Caribe, Colombia","(10.4657314, -73.10391962339875, 0.0)",10.4657314,-73.10391962339875,0.0
"Maicao, La Guajira",La Guajira,Maicao,170582,48148,44257,159223,103124,16590.0,0.039473309483454955,0.07839945678053839,0.9191866744205367,"Maicao, La Guajira, Caribe, Colombia","(11.4048743, -72.31316022980582, 0.0)",11.4048743,-72.31316022980582,0.0
"Manaure, La Guajira",La Guajira,Manaure,83072,20550,20012,74528,68578,14985.0,0.01485821874712423,0.02250192518877636,0.9738199513381995,"Manaure, La Guajira, Caribe, Colombia","(11.625262, -72.60433371486387, 0.0)",11.625262,-72.60433371486387,0.0
"San Juan del Cesar, La Guajira",La Guajira,San Juan del Cesar,46953,15440,13377,46077,29532,6595.0,0.03631083150207881,0.05590891332405268,0.8663860103626942,"San Juan del Cesar, La Guajira, Caribe, 444030, Colombia","(10.81475945, -73.08446070179835, 0.0)",10.81475945,-73.08446070179835,0.0
"Uribia, La Guajira",La Guajira,Uribia,163462,41496,41153,160711,116674,19346.0,0.026277540438853553,0.05978111980837042,0.9917341430499326,"Uribia, La Guajira, Caribe, 440029, Colombia","(11.99171685, -71.67686071167108, 0.0)",11.99171685,-71.67686071167108,0.0
"Urumita, La Guajira",La Guajira,Urumita,10985,2917,3003,10198,13450,2598.0,-0.015452322424144849,0.01120616004823427,1.0294823448748713,"Urumita, La Guajira, Caribe, Colombia","(10.495822350000001, -72.93595355925453, 0.0)",10.495822350000001,-72.93595355925453,0.0
"Villanueva, La Guajira",La Guajira,Villanueva,28346,6884,7635,24996,23605,5056.0,0.014178604960670915,0.03221313874333154,1.1090935502614758,"Villanueva, La Guajira, Caribe, Colombia","(10.59092785, -72.99240630315924, 0.0)",10.59092785,-72.99240630315924,0.0
"Santa Marta, Magdalena",Magdalena,Santa Marta,499192,174942,133127,479853,414387,95613.0,0.014425400143204925,0.02578803909177263,0.7609779241119914,"Santa Marta, Magdalena, Caribe, 470004, Colombia","(11.2422289, -74.2055606, 0.0)",11.2422289,-74.2055606,0.0
"Algarrobo, Magdalena",Magdalena,Algarrobo,15511,3846,3785,14294,11556,2410.0,0.02290017080762552,0.035334485789617176,0.984139365574623,"Algarrobo, Magdalena, Caribe, Colombia","(10.22268125, -74.120518108874, 0.0)",10.22268125,-74.120518108874,0.0
"Aracataca, Magdalena",Magdalena,Aracataca,39857,9669,10199,37476,34929,7290.0,0.010204065296488762,0.026166179879725693,1.0548143551556521,"Aracataca, Magdalena, Caribe, Colombia","(10.65242455, -73.84588631506566, 0.0)",10.65242455,-73.84588631506566,0.0
"Ariguaní, Magdalena",Magdalena,Ariguaní,30218,8560,7730,28348,30568,6756.0,-0.0008854490528111825,0.010413684557759817,0.9030373831775701,"Ariguaní (El Difìcil), Magdalena, Caribe, Colombia","(9.8005467, -74.05995463102235, 0.0)",9.8005467,-74.05995463102235,0.0
"Cerro San Antonio, Magdalena",Magdalena,Cerro San Antonio,9890,2350,2574,9225,8058,1656.0,0.015883183896915565,0.03450948693099232,1.0953191489361702,"El Cerro, Samaná, Magdalena Caldense, Caldas, Región Andina, Colombia","(5.6417923, -74.9650465, 0.0)",5.6417923,-74.9650465,0.0
"Ciénaga, Magdalena",Magdalena,Ciénaga,120071,32169,29521,118435,100908,21509.0,0.013464769326541504,0.024655221083734524,0.9176847275327178,"Ciénaga, Magdalena, Caribe, Colombia","(10.8567448, -73.95383684941307, 0.0)",10.8567448,-73.95383684941307,0.0
"Concordia, Magdalena",Magdalena,Concordia,10505,3131,2850,9681,9922,2261.0,0.004401722354423265,0.01796811872170312,0.9102523155541361,"Concordia, Magdalena, Caribe, Colombia","(10.23088415, -74.75862405348146, 0.0)",10.23088415,-74.75862405348146,0.0
"El Banco, Magdalena",Magdalena,El Banco,65457,16639,17164,59594,53544,11177.0,0.015573069120109695,0.03354704677863052,1.03155237694573,"El Banco, Magdalena, Caribe, Colombia","(9.134331499999998, -73.99553788749085, 0.0)",9.134331499999998,-73.99553788749085,0.0
"El Piñon, Magdalena",Magdalena,El Piñon,22530,4975,5301,17308,16684,3680.0,0.02337655276186834,0.02847342852227497,1.0655276381909549,"El Piñón, Magdalena, Caribe, Colombia","(10.2554748, -74.58452, 0.0)",10.2554748,-74.58452,0.0
"El Retén, Magdalena",Magdalena,El Retén,19697,5121,4467,19345,18417,3575.0,0.005182010315804675,0.017282400987097324,0.872290568248389,"El Retén, Magdalena, Caribe, Colombia","(10.65191925, -74.3322828911999, 0.0)",10.65191925,-74.3322828911999,0.0
"Fundación, Magdalena",Magdalena,Fundación,66433,19116,16472,64833,56107,12080.0,0.013079672511485896,0.02414147389062471,0.8616865453023645,"Fundación, Magdalena, Caribe, Colombia","(10.4593846, -73.84120905775575, 0.0)",10.4593846,-73.84120905775575,0.0
"Guamal, Magdalena",Magdalena,Guamal,26620,7067,6314,25312,24052,5219.0,0.007833961521501509,0.014758897046593056,0.8934484222442337,"Guamal, Magdalena, Caribe, Colombia","(9.2439347, -74.14710984491447, 0.0)",9.2439347,-74.14710984491447,0.0
"Nueva Granada, Magdalena",Magdalena,Nueva Granada,19663,5038,4587,17470,16006,3166.0,0.015954789490546295,0.02893037191111114,0.9104803493449781,"Nueva Granada, Nueva Granada (Granada), Magdalena, Caribe, Colombia","(9.8018198, -74.3923786, 0.0)",9.8018198,-74.3923786,0.0
"Pedraza, Magdalena",Magdalena,Pedraza,9196,2450,2177,7569,7865,1583.0,0.01209923139795488,0.02481252396407263,0.8885714285714286,"Pedraza, Magdalena, Caribe, Colombia","(10.1490755, -74.8377663084219, 0.0)",10.1490755,-74.8377663084219,0.0
"Pijiño del Carmen, Magdalena",Magdalena,Pijiño del Carmen,12093,3524,3073,11071,13850,2411.0,-0.010381007649014617,0.018837747266550187,0.8720204313280363,"Pijiño del Carmen, Magdalena, Caribe, Colombia","(9.51709095, -74.19393482649305, 0.0)",9.51709095,-74.19393482649305,0.0
"Pivijay, Magdalena",Magdalena,Pivijay,37341,11382,9473,34374,35379,8119.0,0.00416043799296828,0.011935174272184268,0.8322790370760851,"Pivijay, Magdalena, Caribe, 477050, Colombia","(10.439439700000001, -74.41249210130565, 0.0)",10.439439700000001,-74.41249210130565,0.0
"Plato, Magdalena",Magdalena,Plato,61766,15533,16141,56210,48898,11604.0,0.018132945364445652,0.02571055452513593,1.0391424708684736,"Plato, Magdalena, Caribe, Colombia","(9.7904163, -74.7820016, 0.0)",9.7904163,-74.7820016,0.0
"Puebloviejo, Magdalena",Magdalena,Puebloviejo,29824,5689,7631,26419,24865,5563.0,0.014086933099185739,0.024611945677361025,1.3413605203023378,"Puebloviejo, Magdalena, Caribe, Colombia","(10.833052949999999, -74.3679709249293, 0.0)",10.833052949999999,-74.3679709249293,0.0
"Remolino, Magdalena",Magdalena,Remolino,11445,2906,2944,9555,7840,1561.0,0.02952866023192824,0.0500137651969399,1.0130763936682725,"Remolino, Magdalena, Caribe, Colombia","(10.6403119, -74.59058565294342, 0.0)",10.6403119,-74.59058565294342,0.0
"Sabanas de San Angel, Magdalena",Magdalena,Sabanas de San Angel,15644,4274,3404,14060,14353,3143.0,0.006647263118369384,0.006155285846327629,0.7964436125409452,"Sabanas de San Ángel, Magdalena, Caribe, Colombia","(10.13217985, -74.25339987168041, 0.0)",10.13217985,-74.25339987168041,0.0
"Salamina, Magdalena",Magdalena,Salamina,10733,2989,2858,9360,8239,1825.0,0.02055016176606239,0.03510537992034113,0.9561726329876212,"Salamina, Magdalena, Caribe, Colombia","(10.53070885, -74.70719623322815, 0.0)",10.53070885,-74.70719623322815,0.0
"San Sebastián de Buenavista, Magdalena",Magdalena,San Sebastián de Buenavista,19523,5493,4840,18865,17930,3768.0,0.006569018134238158,0.019445914653545504,0.8811214272710722,"San Sebastián de Buenavista, Magdalena, Caribe, Colombia","(9.35152385, -74.17910269736146, 0.0)",9.35152385,-74.17910269736146,0.0
"San Zenón, Magdalena",Magdalena,San Zenón,11681,3072,2908,11279,8749,1770.0,0.02248161607907173,0.038929890290950286,0.9466145833333334,"San Zenón, Magdalena, Caribe, Colombia","(9.3550021, -74.27631933969545, 0.0)",9.3550021,-74.27631933969545,0.0
"Santa Ana, Magdalena",Magdalena,Santa Ana,25438,6751,6635,22723,22840,4378.0,0.008321411619005126,0.03249897326613671,0.9828173603910532,"Santa Ana, Magdalena, Caribe, Colombia","(9.50317465, -74.41402092653487, 0.0)",9.50317465,-74.41402092653487,0.0
"Santa Bárbara de Pinto, Magdalena",Magdalena,Santa Bárbara de Pinto,10575,3296,2640,9345,10919,1864.0,-0.0024594065456498004,0.027135027664506373,0.8009708737864077,"Santa Bárbara de Pinto, Magdalena, Caribe, Colombia","(9.5260501, -74.65105490668196, 0.0)",9.5260501,-74.65105490668196,0.0
"Sitionuevo, Magdalena",Magdalena,Sitionuevo,27128,6343,6783,25804,26777,6305.0,0.001002278463685835,0.005637099181003968,1.0693678070313732,"Sitionuevo, Magdalena, Caribe, Colombia","(10.910781199999999, -74.60175176756744, 0.0)",10.910781199999999,-74.60175176756744,0.0
"Tenerife, Magdalena",Magdalena,Tenerife,13236,3928,3583,12364,12291,2525.0,0.005714195071290673,0.027285567285084245,0.9121690427698574,"Tenerife, Magdalena, Caribe, Colombia","(9.91317085, -74.71884834744739, 0.0)",9.91317085,-74.71884834744739,0.0
"Zapayán, Magdalena",Magdalena,Zapayán,9895,2435,2346,8606,8464,1807.0,0.012088459102988391,0.02028325281807719,0.9634496919917864,"Punta de Piedras, Zapayán (Punta de Piedras), Magdalena, Caribe, Colombia","(10.1682143, -74.7159253, 0.0)",10.1682143,-74.7159253,0.0
"Zona Bananera, Magdalena",Magdalena,Zona Bananera,68722,16887,16856,66802,56404,11710.0,0.015310586015098826,0.02841652933449801,0.9981642683721206,"Zona Bananera (Prado Sevilla), Magdalena, Caribe, Colombia","(10.79680915, -74.1807898427695, 0.0)",10.79680915,-74.1807898427695,0.0
"Villavicencio, Meta",Meta,Villavicencio,531275,187419,150681,451212,384131,102795.0,0.02525960813126793,0.029854532798753386,0.8039793190658364,"Villavicencio, Capital, Meta, Orinoquia, Colombia","(4.1315113, -73.6206667, 0.0)",4.1315113,-73.6206667,0.0
"Acacías, Meta",Meta,Acacías,88023,28518,24858,78199,54753,14092.0,0.03719552500053691,0.04462650831353532,0.8716600042078687,"Acacías, Piedemonte, Meta, Orinoquia, 507001, Colombia","(3.9859918, -73.7580765, 0.0)",3.9859918,-73.7580765,0.0
"Barranca de Upía, Meta",Meta,Barranca de Upía,6440,2215,1842,5946,3232,868.0,0.05446431204754654,0.05958584080242546,0.8316027088036118,"Barranca de Upía, Piedemonte, Meta, Orinoquia, Colombia","(4.5707393, -72.963415, 0.0)",4.5707393,-72.963415,0.0
"Cabuyaro, Meta",Meta,Cabuyaro,6062,2199,1749,5432,3660,920.0,0.039576674997557904,0.050658772287459186,0.7953615279672579,"Cabuyaro, Rio Meta, Meta, Orinoquia, Colombia","(4.3129278, -72.92872906733302, 0.0)",4.3129278,-72.92872906733302,0.0
"Castilla la Nueva, Meta",Meta,Castilla la Nueva,14300,4469,4228,13611,7258,1906.0,0.05355039278994522,0.06320329538175451,0.9460729469680018,"Castilla La Nueva, Piedemonte, Meta, Orinoquia, Colombia","(3.81321175, -73.54987827559734, 0.0)",3.81321175,-73.54987827559734,0.0
"Cubarral, Meta",Meta,Cubarral,6963,3155,2441,6377,5174,1367.0,0.02310631895747317,0.04560866648400652,0.7736925515055467,"Cubarral, Piedemonte, Meta, Orinoquia, Colombia","(3.8586517000000002, -74.06078918980639, 0.0)",3.8586517000000002,-74.06078918980639,0.0
"Cumaral, Meta",Meta,Cumaral,22831,7944,7666,21397,16634,4129.0,0.024658377487602356,0.04874782147936996,0.9650050352467271,"Cumaral, Piedemonte, Meta, Orinoquia, 501021, Colombia","(4.2711379, -73.4877327, 0.0)",4.2711379,-73.4877327,0.0
